Join Date,Name,Completed
"Dec 7, 2020, 2:34:10 AM",Continental BlackChili Challenge,false
"Dec 7, 2020, 2:34:12 AM",Le Col Tick Off 2020 Challenge,false
"Dec 7, 2020, 9:43:32 AM",ROKA Hindsight 20/20 Challenge,true
"Dec 7, 2020, 9:43:34 AM",Bose x Hyperice 20.20 Finisher,true
"Dec 7, 2020, 9:43:38 AM","Sweaty Betty 8 hour, 21 day challenge",true
"Dec 8, 2020, 1:14:45 AM",MAAP: In The Field,true
"Aug 24, 2021, 1:47:58 PM",August Gran Fondo,false
"Aug 24, 2021, 1:48:01 PM",August Cycling Consistency Challenge,false
"Aug 24, 2021, 1:48:02 PM",August Cycling Challenge,false
"Aug 24, 2021, 1:48:03 PM",August Cycling Climbing Challenge,false
"Apr 11, 2022, 5:58:50 PM",The Brooks Earth Week Challenge,true
"Apr 17, 2022, 1:17:52 PM",April Gran Fondo,false
"Apr 17, 2022, 1:17:54 PM",April Saddle Up Challenge,false
"Apr 17, 2022, 10:50:28 PM",Team Alzheimer Challenge - Move with us,false
"Apr 17, 2022, 10:50:29 PM",The MAAP Transcend Limits Challenge,false
"Apr 17, 2022, 10:59:01 PM",Le Col Classics Challenge,false
"Apr 17, 2022, 10:59:48 PM",April Half Marathon,false
"Apr 17, 2022, 10:59:56 PM",April 5k,true
"Apr 17, 2022, 11:00:08 PM",April 10k,true
"Apr 17, 2022, 11:04:18 PM",Virtual RBC Brooklyn Half,true
"Apr 18, 2022, 2:36:20 PM",Virtual NYRR Global Running Day 5K,false
"Apr 18, 2022, 11:16:34 PM",April Walking Distance Challenge,false
"Apr 27, 2022, 1:54:02 AM",May Collective Challenge,false
"Apr 27, 2022, 1:54:47 AM",May Half Marathon,true
"Apr 27, 2022, 1:54:52 AM",Wings for Life World Run Training Challenge 2022,true
"Apr 27, 2022, 1:54:54 AM",May 5k,true
"Apr 27, 2022, 1:54:54 AM",May 10k,true
"Apr 27, 2022, 1:55:06 AM",Xylem - Walk for Water,false
"Apr 27, 2022, 10:45:34 AM",May Cycling Challenge,false
"Apr 27, 2022, 10:45:35 AM",May Cycling Climbing Challenge,false
"May 13, 2022, 11:05:35 AM",May Gran Fondo,false
"May 13, 2022, 11:05:43 AM",adidas x Parley Run For The Oceans,false
"May 13, 2022, 11:05:56 AM",The Le Col Giro Challenge,true
"May 13, 2022, 11:06:20 AM",Phil's Cookie 100,true
"May 21, 2022, 2:18:31 PM",Salomon Push Your Pace!,false
"May 22, 2022, 2:25:17 PM",Tissot Series: Giro d'Italia Edition 2022,false
"May 22, 2022, 2:25:20 PM",Oakley Cycling Challenge,false
"May 23, 2022, 10:02:28 PM",Café du Cycliste Caravan Challenge,false
"May 24, 2022, 6:57:51 PM",Gatorlyte 6-Hour Sweat (A Lot) Challenge,false
"May 27, 2022, 5:34:31 AM",June Gran Fondo,false
"May 27, 2022, 5:34:35 AM",June Cycling Challenge,false
"May 27, 2022, 5:34:38 AM",June 5K,true
"May 27, 2022, 5:34:41 AM",June Sweat With Pride Challenge,false
"May 27, 2022, 5:34:41 AM",June Cycling Distance Challenge,false
"May 27, 2022, 5:34:43 AM",June 10k,true
"May 27, 2022, 5:34:43 AM",June Cycling Climbing Challenge,false
"May 27, 2022, 5:34:44 AM",June Cycling Consistency Challenge,false
"May 28, 2022, 10:37:25 AM",St. Jude 500 Challenge,false
"Jun 14, 2022, 8:53:24 AM",The Le Col Keep The Pace Challenge,false
"Jun 23, 2022, 12:32:35 PM",Green Jersey Challenge,false
"Jun 23, 2022, 12:32:37 PM",Polka Dot Jersey Challenge,false
"Jun 23, 2022, 12:32:44 PM",The Race to Longwy,false
"Jun 23, 2022, 12:32:46 PM",Yellow Jersey Challenge,false
"Jun 28, 2022, 6:49:02 AM",Le Col Tour Challenge,false
"Aug 30, 2022, 8:35:42 PM",September Gran Fondo,false
"Aug 30, 2022, 8:35:43 PM",September Running Challenge,false
"Aug 30, 2022, 8:35:43 PM",September Running Distance Challenge,false
"Aug 30, 2022, 8:35:44 PM",September 10k,false
"Aug 30, 2022, 8:35:45 PM",September Half Marathon,false
"Aug 30, 2022, 8:35:45 PM",September Walking Distance Challenge,false
"Aug 30, 2022, 8:35:46 PM",September Run Climbing Challenge,false
"Aug 30, 2022, 8:35:49 PM",August Running Challenge,false
"Aug 30, 2022, 8:35:49 PM",September 5K,true
"Aug 30, 2022, 8:35:51 PM",August 10k,false
"Aug 30, 2022, 8:35:51 PM",August Run Climbing Challenge,false
"Aug 30, 2022, 8:35:52 PM",August 5K,true
"Aug 30, 2022, 8:35:53 PM",August Half Marathon,false
"Dec 12, 2022, 10:05:32 PM",December Half Marathon,false
"Dec 12, 2022, 10:05:33 PM",December Run Climbing Challenge,false
"Dec 12, 2022, 10:05:34 PM",December 5K,true
"Dec 12, 2022, 10:05:36 PM",December Running Challenge,false
"Dec 12, 2022, 10:05:36 PM",San Silvestre,true
"Dec 12, 2022, 10:05:39 PM",December 10k,true
"Dec 12, 2022, 10:05:40 PM",December Running Distance Challenge,false
"Dec 12, 2022, 10:05:44 PM",December Running Endurance Challenge,false
"Dec 26, 2022, 2:29:52 PM",Rapha Festive 500,false
"Dec 29, 2022, 7:46:54 PM",January 10k,false
"Dec 29, 2022, 7:46:55 PM",January 5K,false
"Jan 30, 2023, 2:36:50 PM",February 5k,false
"Feb 12, 2023, 8:15:19 PM",February 10k,false
"Mar 20, 2023, 7:32:13 PM",March Running Distance Challenge,false
"Mar 20, 2023, 7:32:13 PM",March Run Climbing Challenge,false
"Mar 20, 2023, 7:32:14 PM",March Running Challenge,false
"Mar 20, 2023, 7:32:14 PM",March Running Endurance Challenge,false
"Mar 20, 2023, 7:32:15 PM",March 10k,false
"Mar 20, 2023, 7:32:15 PM",March 5k,false
"Mar 20, 2023, 7:32:16 PM",Make Waves With On,false
"Mar 20, 2023, 7:32:16 PM",March Half Marathon,false
"Mar 20, 2023, 7:32:18 PM",The North Face VECTIV™ Vertical Kilometre,false
"Mar 20, 2023, 7:32:18 PM",Le Col Shape Up Challenge,false
"Sep 21, 2023, 7:51:22 AM",Run The Numbers with The North Face - Barcelona,false
"Sep 21, 2023, 7:51:24 AM",Run The Numbers with The North Face - Barcelona,false
"Sep 21, 2023, 7:51:25 AM",Run The Numbers with The North Face - Barcelona,false
"Sep 21, 2023, 7:51:26 AM",Merrell 'Find The Love. Run Wild.' Challenge,false
"Sep 21, 2023, 7:51:27 AM",September Run Climbing Challenge,false
"Sep 21, 2023, 7:51:28 AM",September 5K x Brooks,true
"Sep 21, 2023, 7:52:03 AM",September Running Distance Challenge,false
"Sep 21, 2023, 7:52:04 AM",September 10K,false
"Sep 21, 2023, 7:52:05 AM",September Half Marathon,false
"Sep 21, 2023, 7:52:06 AM",September Running Endurance Challenge,false
"Sep 21, 2023, 7:52:07 AM",Challenge for a Better World with AireLibre,false
"Sep 21, 2023, 7:52:08 AM",Le Col Threshold 240 Challenge,false
"Sep 21, 2023, 7:52:09 AM",SIDAS - Set your own race challenge,false
"Sep 21, 2023, 7:52:10 AM",September Workout Challenge,false
"Sep 21, 2023, 7:52:11 AM",September Cycling Challenge,false
"Sep 21, 2023, 7:52:12 AM",September Cycling Climbing Challenge,false
"Sep 21, 2023, 6:59:30 PM",September Running Challenge,false
"Sep 23, 2023, 10:33:09 PM",October Running Distance Challenge,false
"Sep 23, 2023, 10:33:10 PM",October 10K,true
"Sep 24, 2023, 5:38:18 PM",Run The Numbers with The North Face - Ultra Pirineu,false
"Sep 24, 2023, 5:38:20 PM",October Run Climbing Challenge,false
"Sep 24, 2023, 5:38:22 PM",October 5K x Brooks,true
"Sep 24, 2023, 5:38:23 PM",October Running Challenge,false
"Sep 25, 2023, 12:42:31 PM",October Workout Challenge,false
"Sep 26, 2023, 8:06:23 PM",October Half Marathon,false
"Sep 26, 2023, 8:06:25 PM",October Running Endurance Challenge,false
"Sep 26, 2023, 8:06:27 PM",October Cycling Challenge x Le Col,false
"Sep 26, 2023, 8:06:28 PM",October Cycling Climbing Challenge,false
"Sep 30, 2023, 8:29:36 AM",FOCUS Ride Together,false
"Oct 5, 2023, 12:57:06 PM",October Gran Fondo,false
"Oct 15, 2023, 5:07:41 PM",BIKE24 No End of Season,false
"Oct 26, 2023, 10:36:53 AM",November 10K,false
"Oct 26, 2023, 10:36:54 AM",November 5K x Brooks,false
"Oct 26, 2023, 10:36:57 AM",November Cycling Consistency Challenge,false
"Oct 26, 2023, 10:36:58 AM",November Running Challenge,false
"Oct 26, 2023, 10:37:00 AM",Go the Extra Miles,false
"Oct 26, 2023, 10:37:01 AM",November Running Endurance Challenge,false
"Oct 26, 2023, 10:37:03 AM",November Workout Challenge,false
"Oct 26, 2023, 10:37:06 AM",November Cycling Challenge,false
"Oct 26, 2023, 10:37:07 AM",November Gran Fondo,false
"Oct 26, 2023, 10:37:10 AM",November Walking Distance Challenge,false
"Oct 26, 2023, 10:37:11 AM",November Run Climbing Challenge,false
"Oct 26, 2023, 10:37:13 AM",November Cycling Distance Challenge,false
"Oct 26, 2023, 10:37:14 AM",November Running Distance Challenge,false
"Dec 7, 2023, 6:13:07 PM",Move with Unilabs for Prostate Cancer,true
"Dec 7, 2023, 6:13:09 PM",December 5K x Brooks,true
"Dec 7, 2023, 6:13:10 PM",Le Col Rise Above Challenge,true
"Dec 7, 2023, 6:13:11 PM",December 10K,true
"Dec 7, 2023, 6:13:12 PM",December Running Challenge,false
"Dec 7, 2023, 6:13:13 PM",December Half Marathon,false
"Dec 7, 2023, 6:13:14 PM",December Running Distance Challenge,false
"Dec 7, 2023, 6:13:14 PM",December Run Climbing Challenge,false
"Dec 7, 2023, 6:13:15 PM",December Cycling Challenge,false
"Dec 7, 2023, 6:13:16 PM",December Walking Distance Challenge,false
"Dec 7, 2023, 6:13:20 PM",December Gran Fondo,false
"Dec 7, 2023, 6:13:20 PM",December Running Endurance Challenge,false
"Dec 7, 2023, 6:13:22 PM",December Workout Challenge,true
"Dec 7, 2023, 6:13:22 PM",December Swim Challenge,false
"Dec 7, 2023, 6:13:24 PM",December Cycling Consistency Challenge,false
"Dec 7, 2023, 6:13:24 PM",December Cycling Climbing Challenge,false
"Dec 7, 2023, 6:13:25 PM",December Cycling Distance Challenge,false
"Dec 26, 2023, 5:55:30 PM",January 5K x Brooks Challenge,true
"Dec 26, 2023, 5:55:34 PM",Le Col Project 24 Challenge,true
"Dec 26, 2023, 5:55:35 PM",Rapha Festive 500,false
"Dec 26, 2023, 5:55:36 PM",January Snowsport x Smartwool Challenge,false
"Dec 26, 2023, 5:55:37 PM",Pas Normal Studios January Resolution,false
"Dec 26, 2023, 5:55:38 PM",January 10K Challenge,false
"Dec 26, 2023, 5:55:40 PM",January Fresh Start Challenge,false
"Dec 26, 2023, 5:55:41 PM",January Run 100K Challenge,false
"Dec 26, 2023, 5:55:41 PM",January Ride 200K Challenge,false
"Dec 26, 2023, 5:55:42 PM",January Half Marathon Challenge,false
"Dec 26, 2023, 5:55:44 PM",January 400-Minute Challenge,true
"Dec 26, 2023, 5:55:45 PM",January Running Elevation Challenge,false
"Dec 26, 2023, 5:55:46 PM",January Gran Fondo Challenge,false
"Dec 26, 2023, 5:55:47 PM",January Walk 30K Challenge,false
"Dec 26, 2023, 5:55:47 PM",January Ride 600K Challenge,false
"Dec 26, 2023, 5:55:48 PM",January Streak Challenge,false
"Dec 26, 2023, 5:55:49 PM",January Cycling Elevation Challenge,false
"Dec 26, 2023, 5:55:50 PM",January Swim 5K Challenge,false
"Dec 26, 2023, 5:55:52 PM",January Nordic Skiing Challenge,false
"Jan 19, 2024, 1:11:34 PM",Algún día,true
"Jan 27, 2024, 2:31:48 AM",February 5K x Brooks Challenge,true
"Jan 27, 2024, 2:31:49 AM",BKOOL Indoor Cycling Winter Challenge,false
"Jan 27, 2024, 2:31:51 AM",February Snowsport x Smartwool Challenge,false
"Jan 27, 2024, 2:31:51 AM",SPEEDO: CALL YOURSELF A SWIMMER,false
"Jan 27, 2024, 2:31:52 AM",February 10K Challenge,true
"Jan 27, 2024, 2:31:53 AM",February Run 100K Challenge,false
"Jan 27, 2024, 2:31:54 AM",February Half Marathon Challenge,false
"Jan 27, 2024, 2:31:55 AM",February Ride 200K Challenge,false
"Jan 27, 2024, 2:31:56 AM",February 400-Minute Challenge,true
"Jan 27, 2024, 2:31:57 AM",February Running Elevation Challenge,false
"Jan 27, 2024, 2:31:58 AM",February Gran Fondo Challenge,false
"Jan 27, 2024, 2:31:59 AM",February Walk 30K Challenge,false
"Jan 27, 2024, 2:32:00 AM",February Ride 600K Challenge,false
"Jan 27, 2024, 2:32:02 AM",February Streak Challenge,true
"Jan 27, 2024, 2:32:03 AM",February Cycling Elevation Challenge,false
"Jan 27, 2024, 2:32:04 AM",February Swim 5K Challenge,false
"Jan 27, 2024, 2:32:05 AM",February Nordic Skiing Challenge,false
"Feb 4, 2024, 1:43:56 PM",Paris 2024 cycling road race on Kinomap,false
"Feb 4, 2024, 1:43:57 PM",PUMA Forever. Faster. 25k Challenge,true
"Feb 11, 2024, 1:32:50 AM",Virtual NYRR Black History Month 5K,true
"Feb 13, 2024, 11:55:38 AM",Le Col Form Finder Challenge,true
"Feb 24, 2024, 3:41:17 AM",March 5K x Brooks Challenge,true
"Feb 24, 2024, 3:41:18 AM",March Gran Fondo Challenge,false
"Feb 24, 2024, 3:41:20 AM",March Nordic Skiing Challenge,false
"Feb 24, 2024, 3:41:21 AM",March Running Elevation Challenge,false
"Feb 24, 2024, 3:41:22 AM",March Walk 30K Challenge,false
"Feb 24, 2024, 3:41:23 AM",March Streak Challenge,true
"Feb 24, 2024, 3:41:24 AM",March 400-Minute Challenge,true
"Feb 24, 2024, 3:41:25 AM",March Run 100K Challenge,false
"Feb 24, 2024, 3:41:26 AM",March Swim 5K Challenge,false
"Feb 24, 2024, 3:41:27 AM",March Half Marathon Challenge,false
"Feb 24, 2024, 3:41:29 AM",March 10K Challenge,false
"Feb 24, 2024, 3:41:30 AM",March Snowsport x Smartwool Challenge,false
"Feb 24, 2024, 3:41:31 AM",March Cycling Elevation Challenge,false
"Feb 24, 2024, 3:41:32 AM",March Ride 600K Challenge,false
"Feb 24, 2024, 3:41:33 AM",March Ten Days Active Challenge,true
"Feb 24, 2024, 3:41:34 AM",March Ride 200K Challenge,false
"Apr 1, 2024, 12:02:04 PM",April 10K Challenge,true
"Apr 1, 2024, 12:17:39 PM",April 5K x Brooks Challenge,true
"Apr 1, 2024, 12:17:40 PM",Le Col Shape Up Challenge,true
"Apr 1, 2024, 12:17:45 PM",ASSOS S11 Challenge,false
"Apr 1, 2024, 12:17:46 PM",Any Bike Challenge by buycycle,false
"Apr 1, 2024, 12:17:47 PM",fizik Spring Leadout,false
"Apr 1, 2024, 12:17:48 PM",OnePlus Watch 2 - Your Partner in Time,true
"Apr 1, 2024, 12:17:54 PM",Craft Xplor Mont Blanc Challenge,false
"Apr 1, 2024, 12:17:56 PM",April Ten Days Active Challenge,true
"Apr 1, 2024, 12:17:57 PM",April Half Marathon Challenge,false
"Apr 1, 2024, 12:17:58 PM",April Run 100K Challenge,false
"Apr 1, 2024, 12:17:59 PM",April Ride 200K Challenge,false
"Apr 1, 2024, 12:18:00 PM",April Swim 5K Challenge,false
"Apr 1, 2024, 12:18:01 PM",April Running Elevation Challenge,false
"Apr 1, 2024, 12:18:02 PM",April 400-Minute Challenge,true
"Apr 1, 2024, 12:18:02 PM",April Gran Fondo Challenge,false
"Apr 1, 2024, 12:18:03 PM",April Cycling Elevation Challenge,false
"Apr 1, 2024, 12:18:04 PM",April Walk 30K Challenge,false
"Apr 1, 2024, 12:18:05 PM",April Streak Challenge,false
"Apr 1, 2024, 12:18:06 PM",April Ride 600K Challenge,false
"Apr 1, 2024, 12:18:07 PM",adidas TERREX Elevation Challenge,false
"Apr 20, 2024, 1:20:17 PM",Le Col Classics Challenge,true
"Apr 20, 2024, 1:20:19 PM",PEdALED Breakaway Challenge,false
"Apr 20, 2024, 1:20:22 PM",HelloFresh Move 200 Challenge,true
"Apr 20, 2024, 1:20:24 PM",REBOUND by SHIMANO & LSRF,false
"Apr 20, 2024, 1:20:26 PM",Earth Week: Commute to Curb Carbon,false
"Apr 20, 2024, 1:21:01 PM",Running Up For Air with Patagonia,false
"Apr 24, 2024, 5:45:29 PM",May 400-Minute Challenge,true
"Apr 24, 2024, 5:45:30 PM",May Half Marathon Challenge,false
"Apr 24, 2024, 5:45:31 PM",May Run 100K Challenge,false
"Apr 24, 2024, 5:45:32 PM",May Running Elevation Challenge,false
"Apr 24, 2024, 5:45:33 PM",May Gran Fondo Challenge,false
"Apr 24, 2024, 5:45:34 PM",May 5K x Brooks Challenge,true
"Apr 24, 2024, 5:45:35 PM",May Ten Days Active Challenge,true
"Apr 24, 2024, 5:45:36 PM",Puerta del Sol Zurich RNR Series Madrid,false
"Apr 24, 2024, 5:45:37 PM",May Commute Challenge,false
"Apr 24, 2024, 5:45:38 PM",May Streak Challenge,false
"Apr 24, 2024, 5:45:39 PM",May Ride 200K Challenge,false
"Apr 24, 2024, 5:45:39 PM",May Walk 30K Challenge,false
"Apr 24, 2024, 5:45:40 PM",Coll de'n Bleda Mallorca 312 | OK Mobility,false
"Apr 24, 2024, 5:45:42 PM",May Ride 600K Challenge,false
"Apr 24, 2024, 5:45:42 PM",May 10K Challenge,true
"Apr 24, 2024, 5:45:43 PM",May Cycling Elevation Challenge,false
"Apr 24, 2024, 5:45:44 PM",May Swim 5K Challenge,false
"Apr 26, 2024, 10:18:49 AM",The Le Col Giro Challenge,true
"May 4, 2024, 2:02:53 PM",SunGod Factor 50 Challenge,true
"May 11, 2024, 6:27:48 PM",Merrell 'Find The Love. Run Wild.',true
"May 11, 2024, 6:27:50 PM",ASSOS Speed Club 162km Challenge,false
"May 11, 2024, 6:27:51 PM",Castelli La Corsa Rosa,false
"May 11, 2024, 6:27:52 PM",Carrera de la Mujer de Madrid #MareaRosa,false
"May 26, 2024, 7:33:25 PM",June 5K x Brooks Challenge,true
"May 26, 2024, 7:33:27 PM",Le Col Keep The Pace Challenge,true
"May 26, 2024, 7:33:28 PM",Barilla Protein+® Energy Challenge,true
"May 26, 2024, 7:33:30 PM",June 10K Challenge,true
"May 26, 2024, 7:33:31 PM",The Le Col x Strava 8848 Climbing Challenge,false
"May 26, 2024, 7:33:34 PM",June Half Marathon Challenge,false
"May 26, 2024, 7:33:35 PM",June Ten Days Active Challenge,true
"May 26, 2024, 7:33:38 PM",June Run 100K Challenge,false
"May 26, 2024, 7:33:39 PM",June Commute Challenge,false
"May 26, 2024, 7:33:41 PM",June Ride 200K Challenge,false
"May 26, 2024, 7:33:44 PM",June Running Elevation Challenge,false
"May 26, 2024, 7:33:45 PM",June Swim 5K Challenge,false
"May 26, 2024, 7:33:47 PM",June Gran Fondo Challenge,false
"May 26, 2024, 7:44:04 PM",June 400-Minute Challenge,true
"May 26, 2024, 7:44:05 PM",June Walk 30K Challenge,false
"May 26, 2024, 7:44:07 PM",June Cycling Elevation Challenge,false
"May 26, 2024, 7:44:08 PM",June Streak Challenge,false
"May 26, 2024, 7:44:09 PM",June Ride 600K Challenge,false
"May 26, 2024, 7:44:11 PM",June Steps Challenge,false
"Jun 26, 2024, 6:55:49 PM",July 5K x Brooks Challenge,true
"Jun 26, 2024, 6:55:51 PM",Solstice to Starting Line by GOREWEAR,true
"Jul 6, 2024, 9:26:22 PM",July Streak Challenge,false
"Jul 6, 2024, 9:26:56 PM",July Run 100K Challenge,false
"Jul 13, 2024, 9:05:07 PM",July Half Marathon Challenge,false
"Jul 29, 2024, 9:59:14 PM",August 5K x Brooks Challenge,true
"Jul 29, 2024, 9:59:17 PM",Le Col Keep The Momentum,true
"Jul 29, 2024, 9:59:22 PM",July 10K Challenge,false
"Jul 29, 2024, 9:59:26 PM",August 10K Challenge,true
"Jul 29, 2024, 9:59:27 PM",July Commute Challenge,false
"Jul 29, 2024, 9:59:29 PM",July Ten Days Active Challenge,true
"Jul 29, 2024, 9:59:30 PM",August Run 100K Challenge,false
"Jul 29, 2024, 9:59:31 PM",August Commute Challenge,false
"Jul 29, 2024, 9:59:33 PM",August Ten Days Active Challenge,true
"Jul 29, 2024, 9:59:34 PM",August Half Marathon Challenge,false
"Jul 29, 2024, 9:59:35 PM",July Swim 5K Challenge,false
"Jul 29, 2024, 9:59:38 PM",July Running Elevation Challenge,false
"Jul 29, 2024, 9:59:39 PM",August Swim 5K Challenge,true
"Jul 29, 2024, 9:59:41 PM",July Ride 200K Challenge,false
"Jul 29, 2024, 9:59:42 PM",July 400-Minute Challenge,true
"Jul 29, 2024, 9:59:44 PM",August Running Elevation Challenge,false
"Jul 29, 2024, 9:59:46 PM",July Gran Fondo Challenge,false
"Jul 29, 2024, 9:59:48 PM",August Ride 200K Challenge,false
"Jul 29, 2024, 9:59:50 PM",July Walk 30K Challenge,false
"Jul 29, 2024, 9:59:51 PM",August Gran Fondo Challenge,false
"Aug 24, 2024, 9:07:01 PM",September Run 100K Challenge,false
"Aug 25, 2024, 8:35:37 PM",September 5K x Brooks Challenge,true
"Aug 25, 2024, 8:35:39 PM",adidas TERREX Agravic | Run Fast on Trails,true
"Aug 25, 2024, 8:35:41 PM",Shokz Mountain Rock'n'Roll,true
"Aug 25, 2024, 8:35:41 PM",HelloFresh Fit Challenge,true
"Aug 25, 2024, 8:35:43 PM",OnePlus Watch 2R - It's Time to Move,true
"Aug 25, 2024, 8:35:54 PM",Rapha Women's 100,false
"Aug 25, 2024, 8:36:03 PM",September 10K Challenge,true
"Aug 25, 2024, 8:36:06 PM",September Ten Days Active Challenge,true
"Aug 25, 2024, 8:36:07 PM",August Walk 30K Challenge,false
"Aug 25, 2024, 8:36:08 PM",September Commute Challenge,false
"Aug 25, 2024, 8:36:10 PM",August 400-Minute Challenge,true
"Aug 25, 2024, 8:36:11 PM",September Half Marathon Challenge,false
"Aug 25, 2024, 8:36:13 PM",September Swim 5K Challenge,true
"Aug 25, 2024, 8:36:14 PM",September 400-Minute Challenge,true
"Aug 25, 2024, 8:36:16 PM",August Streak Challenge,true
"Aug 25, 2024, 8:36:17 PM",September Walk 30K Challenge,false
"Aug 30, 2024, 10:48:15 AM",Attaquer Time Attack Challenge,true
"Aug 31, 2024, 2:09:25 PM",August Ride 600K Challenge,false
"Aug 31, 2024, 2:09:26 PM",September Streak Challenge,true
"Aug 31, 2024, 2:09:28 PM",September Running Elevation Challenge,false
"Aug 31, 2024, 2:09:30 PM",August Cycling Elevation Challenge,false
"Aug 31, 2024, 2:09:32 PM",September Ride 200K Challenge,false
"Aug 31, 2024, 2:09:33 PM",September Ride 600K Challenge,false
"Aug 31, 2024, 2:09:34 PM",September Gran Fondo Challenge,false
"Aug 31, 2024, 2:09:35 PM",September Cycling Elevation Challenge,false
"Aug 31, 2024, 2:09:37 PM",August Steps Challenge,false
"Aug 31, 2024, 2:09:38 PM",September Steps Challenge,false
"Sep 9, 2024, 6:51:24 AM",Le Col Threshold 240 Challenge,true
"Sep 9, 2024, 6:51:24 AM",ASSOS Triple Crown Challenge,false
"Sep 25, 2024, 8:04:04 PM",October 5K x Brooks Challenge,true
"Sep 25, 2024, 8:04:06 PM",Embrace the Elements by GOREWEAR,true
"Sep 25, 2024, 8:04:07 PM",Fuel Up with HelloFresh,true
"Sep 25, 2024, 8:04:10 PM",October 10K Challenge,true
"Sep 25, 2024, 8:04:20 PM",October Run 100K Challenge,false
"Sep 25, 2024, 8:04:20 PM",October Ten Days Active Challenge,true
"Sep 25, 2024, 8:04:22 PM",October Half Marathon Challenge,false
"Sep 25, 2024, 8:04:23 PM",October Swim 5K Challenge,true
"Sep 25, 2024, 8:04:24 PM",October 400-Minute Challenge,true
"Sep 25, 2024, 8:04:25 PM",October Ride 200K Challenge,false
"Sep 25, 2024, 8:04:27 PM",October Walk 30K Challenge,false
"Sep 25, 2024, 8:04:29 PM",October Streak Challenge,true
"Sep 25, 2024, 8:04:30 PM",October Running Elevation Challenge,false
"Sep 25, 2024, 8:04:33 PM",October Ride 600K Challenge,false
"Sep 25, 2024, 8:04:34 PM",October Gran Fondo Challenge,false
"Sep 25, 2024, 8:04:37 PM",October Cycling Elevation Challenge,false
"Oct 27, 2024, 9:20:14 PM",November 5K x Brooks Challenge,true
"Oct 27, 2024, 9:20:17 PM",November 10K Challenge,false
"Oct 27, 2024, 9:20:19 PM",November Swim 5K Challenge,true
"Oct 27, 2024, 9:20:20 PM",November Ten Days Active Challenge,true
"Oct 27, 2024, 9:20:21 PM",November Run 100K Challenge,false
"Oct 27, 2024, 9:20:22 PM",November Half Marathon Challenge,false
"Oct 27, 2024, 9:20:25 PM",November Ride 200K Challenge,false
"Oct 27, 2024, 9:20:29 PM",November Running Elevation Challenge,false
"Oct 27, 2024, 9:20:34 PM",November 400-Minute Challenge,true
"Oct 27, 2024, 9:20:38 PM",November Gran Fondo Challenge,false
"Oct 27, 2024, 9:20:40 PM",November Streak Challenge,false
"Oct 27, 2024, 9:20:41 PM",November Ride 600K Challenge,false
"Oct 27, 2024, 9:20:43 PM",November Walk 30K Challenge,false
"Oct 27, 2024, 9:20:45 PM",November Cycling Elevation Challenge,false
"Nov 24, 2024, 11:24:52 AM",Strong Finish 2024 Challenge,false
"Nov 28, 2024, 9:10:22 PM",December 5K x Brooks Challenge,true
